pokemon_0001_bulbasaur.ppm	grass	poison	gen1
pokemon_0002_ivysaur.ppm	grass	poison	gen1
pokemon_0003_venusaur.ppm	grass	poison	gen1
pokemon_0004_charmander.ppm	fire	solo	gen1
pokemon_0005_charmeleon.ppm	fire	solo	gen1
pokemon_0006_charizard.ppm	fire	flying	gen1
pokemon_0007_squirtle.ppm	water	solo	gen1
pokemon_0008_wartortle.ppm	water	solo	gen1
pokemon_0009_blastoise.ppm	water	solo	gen1
pokemon_0010_caterpie.ppm	bug	solo	gen1
pokemon_0011_metapod.ppm	bug	solo	gen1
pokemon_0012_butterfree.ppm	bug	flying	gen1
pokemon_0013_weedle.ppm	bug	poison	gen1
pokemon_0014_kakuna.ppm	bug	poison	gen1
pokemon_0015_beedrill.ppm	bug	poison	gen1
pokemon_0016_pidgey.ppm	normal	flying	gen1
pokemon_0017_pidgeotto.ppm	normal	flying	gen1
pokemon_0018_pidgeot.ppm	normal	flying	gen1
pokemon_0019_rattata.ppm	normal	dark	gen1
pokemon_0020_raticate.ppm	normal	dark	gen1
pokemon_0021_spearow.ppm	normal	flying	gen1
pokemon_0022_fearow.ppm	normal	flying	gen1
pokemon_0023_ekans.ppm	poison	solo	gen1
pokemon_0024_arbok.ppm	poison	solo	gen1
pokemon_0025_pikachu.ppm	electric	solo	gen1
pokemon_0026_raichu.ppm	electric	electric	gen1
pokemon_0027_sandshrew.ppm	ground	ice	gen1
pokemon_0028_sandslash.ppm	ground	ice	gen1
pokemon_0029_nidoran♀.ppm	poison	solo	gen1
pokemon_0030_nidorina.ppm	poison	solo	gen1
pokemon_0031_nidoqueen.ppm	poison	ground	gen1
pokemon_0032_nidoran♂.ppm	poison	solo	gen1
pokemon_0033_nidorino.ppm	poison	solo	gen1
pokemon_0034_nidoking.ppm	poison	ground	gen1
pokemon_0035_clefairy.ppm	fairy	solo	gen1
pokemon_0036_clefable.ppm	fairy	solo	gen1
pokemon_0037_vulpix.ppm	fire	ice	gen1
